item,kind,defining_package,defining_module,visibility,public_path,compilation_cells,execution_models,resource_profiles,capability_roles,requirements,current_path,migration_action,status
BindingRuntimeEvent,type,clinkz-wot-core,runtime_event,public,clinkz_wot_core::BindingRuntimeEvent,no-default|async-no-std|std,all,all,producer,CAP-STATUS-001,absent,add,frozen
BindingStatusRecord,state_record,clinkz-wot-core,runtime_event,public,clinkz_wot_core::BindingStatusRecord,no-default|async-no-std|std,all,all,producer,CAP-STATUS-001,absent,add,frozen
OverflowPolicy,type,clinkz-wot-core,runtime_event,public,clinkz_wot_core::OverflowPolicy,no-default|async-no-std|std,all,all,all,CAP-OVERFLOW-001,absent,add,frozen
ProducerEmission,type,clinkz-wot-core,emission,public,clinkz_wot_core::ProducerEmission,no-default|async-no-std|std,all,all,producer,PRODUCER-EMIT-001,absent,add,frozen
EmissionKind,type,clinkz-wot-core,emission,public,clinkz_wot_core::EmissionKind,no-default|async-no-std|std,all,all,producer,PRODUCER-EMIT-001,absent,add,frozen
BindingPublication,type,clinkz-wot-core,emission,public,clinkz_wot_core::BindingPublication,no-default|async-no-std|std,all,all,producer,PRODUCER-EMIT-001,absent,add,frozen
EmissionStatus,type,clinkz-wot-core,emission,public,clinkz_wot_core::EmissionStatus,no-default|async-no-std|std,all,all,producer,PRODUCER-EMIT-001,absent,add,frozen
BindingEmissionSlot,state_record,clinkz-wot-core,emission,public,clinkz_wot_core::BindingEmissionSlot,no-default|async-no-std|std,manual-poll,application-static,producer,PRODUCER-EMIT-001|BIND-STORAGE-001|BIND-DELIVERY-001|BIND-MEM-001,absent,add,frozen
EmissionCoordinator,type,clinkz-wot-servient,emission,crate,-,std,host-async,gateway-default-v1,producer,PRODUCER-EMIT-001|HOST-SHARD-001,absent,add,frozen
EmissionDispatchPolicy,type,clinkz-wot-servient,emission,public,clinkz_wot_servient::EmissionDispatchPolicy,std,host-async,gateway-default-v1,producer,PRODUCER-EMIT-001|HOST-SHARD-001,absent,add,frozen
EmissionRecord,state_record,clinkz-wot-servient,emission,crate,-,no-default|async-no-std|std,all,all,producer,PRODUCER-EMIT-001|STATE-INFLIGHT-001|CONSTRAINED-WORK-001|BIND-DELIVERY-001|BIND-MEM-001,absent,add,frozen
BindingRouteState,state_record,clinkz-wot-core,state,public,clinkz_wot_core::BindingRouteState,no-default|async-no-std|std,all,all,producer,STATE-BIND-001|BIND-ROUTE-001,absent,add,frozen
InFlightState,state_record,clinkz-wot-core,state,public,clinkz_wot_core::InFlightState,no-default|async-no-std|std,all,all,producer,STATE-INFLIGHT-001,absent,add,frozen
ClientRequestSlotState,state_record,clinkz-wot-core,state,crate,-,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-PROGRESS-001|BIND-MEM-001,absent,add,frozen
ClientSubscriptionSlotState,state_record,clinkz-wot-core,state,crate,-,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-PROGRESS-001|BIND-MEM-001,absent,add,frozen
ServerResponseSlotState,state_record,clinkz-wot-core,state,crate,-,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-DELIVERY-001|BIND-MEM-001,absent,add,frozen
BindingEmissionSlotState,state_record,clinkz-wot-core,state,crate,-,no-default|async-no-std|std,manual-poll,application-static,producer,PRODUCER-EMIT-001|BIND-STORAGE-001|BIND-DELIVERY-001|BIND-MEM-001,absent,add,frozen
CapabilityIndex,type,clinkz-wot-planning,plan,public,clinkz_wot_planning::CapabilityIndex,no-default|async-no-std|std,all,all,producer|consumer,PLAN-INDEX-001,absent,add,frozen
PlanCompiler,trait,clinkz-wot-planning,plan,public,clinkz_wot_planning::PlanCompiler,no-default|async-no-std|std,manual-poll|host-async,all,producer|consumer,PLAN-COST-001|PLAN-SET-001|PLAN-ARTIFACT-001|CONSTRAINED-WORK-001,absent,add,frozen
PlanBuildIdentity,type,clinkz-wot-planning,plan,public,clinkz_wot_planning::PlanBuildIdentity,no-default|async-no-std|std,all,all,producer|consumer,PLAN-CACHE-001|PLAN-SET-001|PLAN-ARTIFACT-001,absent,add,frozen
PlanBuildInput,type,clinkz-wot-planning,plan,public,clinkz_wot_planning::PlanBuildInput,no-default|async-no-std|std,all,all,producer|consumer,PLAN-COST-001|PLAN-INDEX-001|PLAN-SET-001|PLAN-ARTIFACT-001,absent,add,frozen
PlanBuildCursor,state_record,clinkz-wot-planning,plan,public,clinkz_wot_planning::PlanBuildCursor,no-default|async-no-std|std,manual-poll|host-async,all,producer|consumer,PLAN-COST-003|PLAN-SET-001|PLAN-ARTIFACT-001|CONSTRAINED-WORK-001,absent,add,frozen
PlanBuildOutput,type,clinkz-wot-planning,plan,public,clinkz_wot_planning::PlanBuildOutput,no-default|async-no-std|std,all,all,producer|consumer,PLAN-COST-001|PLAN-COST-003|PLAN-SET-001|PLAN-ARTIFACT-001,absent,add,frozen
PlanFootprint,type,clinkz-wot-planning,plan,public,clinkz_wot_planning::PlanFootprint,no-default|async-no-std|std,all,all,producer|consumer,PLAN-COST-003|PLAN-SET-001|PLAN-ARTIFACT-001,absent,add,frozen
CompiledUriTemplate,type,clinkz-wot-planning,uri_template,public,clinkz_wot_planning::CompiledUriTemplate,no-default|async-no-std|std,all,all,producer|consumer,PERF-COMPLEXITY-001,absent,add,frozen
ResolvedFormTarget,type,clinkz-wot-planning,form,public,clinkz_wot_planning::ResolvedFormTarget,no-default|async-no-std|std,all,all,producer|consumer,PLAN-REQUEST-001,protocol-bindings/core/src/form.rs,relocate,frozen
ThingDocument,type,clinkz-wot-td,document,public,clinkz_wot_td::ThingDocument,no-default|async-no-std|std,all,all,all,DOC-RUNTIME-001,absent,add,frozen
TdDocument,type,clinkz-wot-td,document,public,clinkz_wot_td::TdDocument,no-default|async-no-std|std,all,all,all,DOC-RUNTIME-001,absent,add,frozen
TmDocument,type,clinkz-wot-td,document,public,clinkz_wot_td::TmDocument,no-default|async-no-std|std,all,all,all,DOC-RUNTIME-001,absent,add,frozen
TdSourceInfo,type,clinkz-wot-td,document,public,clinkz_wot_td::TdSourceInfo,no-default|async-no-std|std,all,all,all,DOC-RUNTIME-001|API-SOURCE-TIME-001,absent,add,frozen
TmSourceInfo,type,clinkz-wot-td,document,public,clinkz_wot_td::TmSourceInfo,no-default|async-no-std|std,all,all,all,DOC-RUNTIME-001|API-SOURCE-TIME-001,absent,add,frozen
SourceRetention,type,clinkz-wot-td,document,public,clinkz_wot_td::SourceRetention,no-default|async-no-std|std,all,all,all,DOC-RUNTIME-001,absent,add,frozen
AbsoluteUri,type,clinkz-wot-td,core::data_type::uri,public,clinkz_wot_td::AbsoluteUri,no-default|async-no-std|std,all,all,all,STD-BASELINE-001,td/src/core/data_type/uri.rs,keep,frozen
EntryId,type,clinkz-wot-discovery,identity,public,clinkz_wot_discovery::EntryId,no-default|async-no-std|std,all,all,directory-client,DIR-CONTRACT-001,absent,add,frozen
DirectoryRevision,type,clinkz-wot-discovery,identity,public,clinkz_wot_discovery::DirectoryRevision,no-default|async-no-std|std,all,all,directory-client,DIR-CONTRACT-001,absent,add,frozen
EntryRevision,type,clinkz-wot-discovery,identity,public,clinkz_wot_discovery::EntryRevision,no-default|async-no-std|std,all,all,directory-client,DIR-CONTRACT-001,absent,add,frozen
LeaseToken,type,clinkz-wot-discovery,identity,public,clinkz_wot_discovery::LeaseToken,no-default|async-no-std|std,all,all,directory-client,DIR-AUTH-001,discovery/src/directory.rs,replace,frozen
PageToken,type,clinkz-wot-discovery,identity,public,clinkz_wot_discovery::PageToken,no-default|async-no-std|std,all,all,directory-client,DIR-SNAPSHOT-001,absent,add,frozen
WatchCursor,type,clinkz-wot-discovery,identity,public,clinkz_wot_discovery::WatchCursor,no-default|async-no-std|std,all,all,directory-client,DIR-WATCH-001,absent,add,frozen
PolicyGeneration,type,clinkz-wot-discovery,identity,public,clinkz_wot_discovery::PolicyGeneration,no-default|async-no-std|std,all,all,directory-client,DIR-WATCH-001,absent,add,frozen
DiscoveryEndpoint,type,clinkz-wot-discovery,value,public,clinkz_wot_discovery::DiscoveryEndpoint,no-default|async-no-std|std,all,all,directory-client,DIR-SCOPE-001,discovery/src/endpoint.rs,keep,frozen
IntroductionSource,type,clinkz-wot-discovery,value,public,clinkz_wot_discovery::IntroductionSource,no-default|async-no-std|std,all,all,directory-client,DIR-SCOPE-001,discovery/src/endpoint.rs,keep,frozen
DiscoveryFilter,type,clinkz-wot-discovery,value,public,clinkz_wot_discovery::DiscoveryFilter,no-default|async-no-std|std,all,all,directory-client,DIR-CONTRACT-001,discovery/src/discoverer.rs,replace,frozen
DirectoryRef,type,clinkz-wot-discovery,value,public,clinkz_wot_discovery::DirectoryRef,no-default|async-no-std|std,all,all,directory-client,DIR-CONTRACT-001,discovery/src/discoverer.rs,replace,frozen
DirectoryQuery,type,clinkz-wot-discovery,value,public,clinkz_wot_discovery::DirectoryQuery,no-default|async-no-std|std,all,all,directory-client,DIR-CONTRACT-001,discovery/src/directory.rs,replace,frozen
DirectoryPage,type,clinkz-wot-discovery,value,public,clinkz_wot_discovery::DirectoryPage,no-default|async-no-std|std,all,all,directory-client,DIR-SNAPSHOT-001,absent,add,frozen
DirectoryChange,type,clinkz-wot-discovery,value,public,clinkz_wot_discovery::DirectoryChange,no-default|async-no-std|std,all,all,directory-client,DIR-WATCH-001,discovery/src/watch.rs,replace,frozen
DirectoryTerminal,type,clinkz-wot-discovery,value,public,clinkz_wot_discovery::DirectoryTerminal,no-default|async-no-std|std,all,all,directory-client,DIR-WATCH-001,absent,add,frozen
ExpectedRevision,type,clinkz-wot-discovery,value,public,clinkz_wot_discovery::ExpectedRevision,no-default|async-no-std|std,all,all,directory-client,DIR-CONTRACT-001,absent,add,frozen
PublicationAuthority,type,clinkz-wot-discovery,value,public,clinkz_wot_discovery::PublicationAuthority,no-default|async-no-std|std,all,all,directory-client,DIR-AUTH-001,absent,add,frozen
PublishOptions,type,clinkz-wot-discovery,value,public,clinkz_wot_discovery::PublishOptions,no-default|async-no-std|std,all,all,directory-client,DIR-CONTRACT-001,absent,add,frozen
LeaseRequest,type,clinkz-wot-discovery,value,public,clinkz_wot_discovery::LeaseRequest,no-default|async-no-std|std,all,all,directory-client,DIR-CONTRACT-001,absent,add,frozen
Publication,type,clinkz-wot-discovery,value,public,clinkz_wot_discovery::Publication,no-default|async-no-std|std,all,all,directory-client,DIR-CONTRACT-001,absent,add,frozen
DirectoryQueryRequest,type,clinkz-wot-discovery,request,public,clinkz_wot_discovery::DirectoryQueryRequest,no-default|async-no-std|std,manual-poll,all,directory-client,API-DIRECTORY-POLL-001,absent,add,frozen
DirectoryWatchRequest,type,clinkz-wot-discovery,request,public,clinkz_wot_discovery::DirectoryWatchRequest,no-default|async-no-std|std,manual-poll,all,directory-client,API-DIRECTORY-POLL-001,absent,add,frozen
DirectoryPublicationRequest,type,clinkz-wot-discovery,request,public,clinkz_wot_discovery::DirectoryPublicationRequest,no-default|async-no-std|std,manual-poll,all,directory-client,API-DIRECTORY-POLL-001,absent,add,frozen
ThingResolveRequest,type,clinkz-wot-discovery,request,public,clinkz_wot_discovery::ThingResolveRequest,no-default|async-no-std|std,manual-poll,all,directory-client,API-DIRECTORY-POLL-001,absent,add,frozen
DirectorySessionSlot,state_record,clinkz-wot-discovery,slot,public,clinkz_wot_discovery::DirectorySessionSlot,no-default|async-no-std|std,manual-poll,all,directory-client,API-DIRECTORY-POLL-001,absent,add,frozen
DirectoryWatchSlot,state_record,clinkz-wot-discovery,slot,public,clinkz_wot_discovery::DirectoryWatchSlot,no-default|async-no-std|std,manual-poll,all,directory-client,API-DIRECTORY-POLL-001,absent,add,frozen
DirectoryPublicationSlot,state_record,clinkz-wot-discovery,slot,public,clinkz_wot_discovery::DirectoryPublicationSlot,no-default|async-no-std|std,manual-poll,all,directory-client,API-DIRECTORY-POLL-001,absent,add,frozen
ThingResolveSlot,state_record,clinkz-wot-discovery,slot,public,clinkz_wot_discovery::ThingResolveSlot,no-default|async-no-std|std,manual-poll,all,directory-client,API-DIRECTORY-POLL-001,absent,add,frozen
DirectorySessionSlotState,state_record,clinkz-wot-discovery,slot,crate,-,no-default|async-no-std|std,manual-poll,all,directory-client,API-DIRECTORY-POLL-001,absent,add,frozen
DirectoryWatchSlotState,state_record,clinkz-wot-discovery,slot,crate,-,no-default|async-no-std|std,manual-poll,all,directory-client,API-DIRECTORY-POLL-001,absent,add,frozen
DirectoryPublicationSlotState,state_record,clinkz-wot-discovery,slot,crate,-,no-default|async-no-std|std,manual-poll,all,directory-client,API-DIRECTORY-POLL-001,absent,add,frozen
ThingResolveSlotState,state_record,clinkz-wot-discovery,slot,crate,-,no-default|async-no-std|std,manual-poll,all,directory-client,API-DIRECTORY-POLL-001,absent,add,frozen
PollDirectoryClient,trait,clinkz-wot-discovery,client,public,clinkz_wot_discovery::PollDirectoryClient,no-default|async-no-std|std,manual-poll,all,directory-client,API-DIRECTORY-POLL-001,absent,add,frozen
ThingDiscoveryProcess,type,clinkz-wot-discovery,client,public,clinkz_wot_discovery::ThingDiscoveryProcess,no-default|async-no-std|std,manual-poll|host-async,all,directory-client,STATE-DISC-001,discovery/src/session.rs,replace,frozen
DiscoveryProcessState,state_record,clinkz-wot-discovery,client,public,clinkz_wot_discovery::DiscoveryProcessState,no-default|async-no-std|std,manual-poll|host-async,all,directory-client,STATE-DISC-001,discovery/src/session.rs,replace,frozen
Introducer,trait,clinkz-wot-discovery,client,public,clinkz_wot_discovery::Introducer,async-no-std|std,host-async,all,directory-client,API-DISCOVERY-EXEC-001,discovery/src/endpoint.rs,replace,frozen
DirectoryReader,trait,clinkz-wot-discovery,client,public,clinkz_wot_discovery::DirectoryReader,async-no-std|std,host-async,all,directory-client,DIR-CONTRACT-001,discovery/src/directory.rs,replace,frozen
DirectorySession,trait,clinkz-wot-discovery,client,public,clinkz_wot_discovery::DirectorySession,async-no-std|std,host-async,all,directory-client,DIR-CONTRACT-001,discovery/src/directory.rs,replace,frozen
DirectoryPublisher,trait,clinkz-wot-discovery,client,public,clinkz_wot_discovery::DirectoryPublisher,async-no-std|std,host-async,all,directory-client,DIR-CONTRACT-001,discovery/src/publisher.rs,replace,frozen
DirectoryWatch,trait,clinkz-wot-discovery,client,public,clinkz_wot_discovery::DirectoryWatch,async-no-std|std,host-async,all,directory-client,DIR-CONTRACT-001,discovery/src/watch.rs,replace,frozen
ThingDescriptionResolver,trait,clinkz-wot-discovery,client,public,clinkz_wot_discovery::ThingDescriptionResolver,async-no-std|std,host-async,all,directory-client,DIR-CONTRACT-001,discovery/src/resolver.rs,replace,frozen
ThingLinkResolver,trait,clinkz-wot-discovery,client,public,clinkz_wot_discovery::ThingLinkResolver,async-no-std|std,host-async,all,directory-client,DIR-CONTRACT-001,discovery/src/resolver.rs,replace,frozen
Discoverer,trait,clinkz-wot-discovery,client,public,clinkz_wot_discovery::Discoverer,async-no-std|std,host-async,all,directory-client,DIR-CONTRACT-001,discovery/src/discoverer.rs,replace,frozen
StaticServient,trait,clinkz-wot-servient,runtime,public,clinkz_wot_servient::StaticServient,no-default|async-no-std|std,manual-poll,application-static,all,API-SURFACE-001,absent,add,frozen
StaticServientBuilder,type,clinkz-wot-servient,runtime,public,clinkz_wot_servient::StaticServientBuilder,no-default|async-no-std|std,manual-poll,application-static,all,FEATURE-MATRIX-001,absent,add,frozen
static_servient_builder_binding_registration,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::StaticServientBuilder::binding_registration,no-default|async-no-std|std,manual-poll,application-static,producer|consumer,BIND-REG-001|BIND-STORAGE-001,absent,add,frozen
static_servient_builder_server_binding,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::StaticServientBuilder::server_binding,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-REG-001,absent,remove,removed
static_servient_builder_client_binding,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::StaticServientBuilder::client_binding,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-REG-001,absent,remove,removed
Servient,type,clinkz-wot-servient,runtime,public,clinkz_wot_servient::Servient,std,host-async,gateway-default-v1,all,API-SURFACE-001,servient/src/servient.rs,replace,frozen
ServientBuilder,type,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ServientBuilder,std,host-async,gateway-default-v1,all,API-SURFACE-001,servient/src/builder.rs,replace,frozen
servient_builder_binding_registration,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ServientBuilder::binding_registration,std,host-async,gateway-default-v1,producer|consumer,BIND-REG-001|BIND-MEM-001,absent,add,frozen
servient_builder_server_binding,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ServientBuilder::server_binding,std,host-async,gateway-default-v1,producer,BIND-REG-001,absent,remove,removed
servient_builder_client_binding,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ServientBuilder::client_binding,std,host-async,gateway-default-v1,consumer,BIND-REG-001,absent,remove,removed
ExposedThingHandle,type,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle,std,host-async,gateway-default-v1,producer,LIFE-EXPOSE-001|HANDLE-DROP-001,servient/src/handle.rs,replace,frozen
set_read_property_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_read_property_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001,absent,add,frozen
set_write_property_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_write_property_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001,absent,add,frozen
set_observe_property_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_observe_property_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_unobserve_property_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_unobserve_property_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_invoke_action_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_invoke_action_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001,absent,add,frozen
set_query_action_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_query_action_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001,absent,add,frozen
set_cancel_action_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_cancel_action_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001,absent,add,frozen
set_subscribe_event_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_subscribe_event_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_unsubscribe_event_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_unsubscribe_event_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_read_all_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_read_all_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001,absent,add,frozen
set_write_all_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_write_all_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001,absent,add,frozen
set_read_multiple_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_read_multiple_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001,absent,add,frozen
set_write_multiple_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_write_multiple_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001,absent,add,frozen
set_observe_all_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_observe_all_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_unobserve_all_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_unobserve_all_properties_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_query_all_actions_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_query_all_actions_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001,absent,add,frozen
set_subscribe_all_events_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_subscribe_all_events_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_unsubscribe_all_events_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_unsubscribe_all_events_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_async_read_property_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_read_property_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001,absent,add,frozen
set_async_write_property_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_write_property_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001,absent,add,frozen
set_async_observe_property_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_observe_property_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_async_unobserve_property_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_unobserve_property_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_async_invoke_action_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_invoke_action_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001,absent,add,frozen
set_async_query_action_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_query_action_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001,absent,add,frozen
set_async_cancel_action_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_cancel_action_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001,absent,add,frozen
set_async_subscribe_event_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_subscribe_event_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_async_unsubscribe_event_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_unsubscribe_event_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_async_read_all_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_read_all_properties_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001,absent,add,frozen
set_async_write_all_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_write_all_properties_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001,absent,add,frozen
set_async_read_multiple_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_read_multiple_properties_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001,absent,add,frozen
set_async_write_multiple_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_write_multiple_properties_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001,absent,add,frozen
set_async_observe_all_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_observe_all_properties_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_async_unobserve_all_properties_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_unobserve_all_properties_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_async_query_all_actions_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_query_all_actions_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001,absent,add,frozen
set_async_subscribe_all_events_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_subscribe_all_events_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_async_unsubscribe_all_events_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_async_unsubscribe_all_events_handler,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_step_read_property_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_read_property_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001,absent,add,frozen
set_step_write_property_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_write_property_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001,absent,add,frozen
set_step_observe_property_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_observe_property_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
set_step_unobserve_property_handler,function,clinkz-wot-servient,runtime,public,clinkz_wot_servient::ExposedThingHandle::set_step_unobserve_property_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001|HANDLER-SUB-001,absent,add,frozen
